query,processing_time
"SELECT * FROM Products WHERE Price > 500;
",1.666015625
"SELECT * FROM Customers WHERE LastName LIKE 'S%';
",0.591064453125
"SELECT OrderID, CustomerID FROM Orders WHERE OrderDate BETWEEN '2024-07-01' AND '2024-07-05';
",0.555908203125
"SELECT ProductName, Stock FROM Products WHERE Stock < 100;
",0.737060546875
"SELECT COUNT(*) FROM Orders WHERE TotalAmount > 100;
",0.5
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (6, 'Mouse', 29.99, 150);
",
"UPDATE Products SET Stock = Stock + 10 WHERE ProductID = 1;
",6.773193359375
"DELETE FROM Customers WHERE CustomerID = 5;
",0.543701171875
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID;
",0.515380859375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 1;
",0.488037109375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 95;
",0.406005859375
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 2;
",1.060302734375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (58, 'First58', 'Last58');
",
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (22, 'First22', 'Last22');
",
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (58, 'First58', 'Last58');
",
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 10;
",1.02783203125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 79;
",0.42578125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 94;
",1.462890625
"SELECT * FROM Products WHERE ProductID = 46;
",0.6376953125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 47;
",0.546142578125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 43;
",1.28369140625
"DELETE FROM Orders WHERE OrderID = 26;
",0.88916015625
"DELETE FROM Orders WHERE OrderID = 23;
",0.399658203125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 81;
",0.76123046875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (29, 'First29', 'Last29');
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 1;
",1.375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 34;
",0.56591796875
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (11, 'Product11', 160.080146925103, 108);
",
"DELETE FROM Orders WHERE OrderID = 29;
",1.34716796875
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 73;
",1.8310546875
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (73, 'Product73', 631.954114391555, 183);
",
"SELECT * FROM Customers WHERE CustomerID = 34;
",1.190185546875
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 46;
",0.572021484375
"SELECT * FROM Products WHERE ProductID = 65;
",0.607177734375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (7, 'First7', 'Last7');
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 43;
",1.255126953125
"SELECT * FROM Customers WHERE CustomerID = 77;
",0.47900390625
"SELECT * FROM Products WHERE ProductID = 9;
",0.616943359375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 96;
",1.013916015625
"SELECT * FROM Customers WHERE CustomerID = 1;
",0.468994140625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 77;
",1.040283203125
"SELECT * FROM Customers WHERE CustomerID = 36;
",0.56005859375
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 99;
",0.458984375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 36;
",0.64990234375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 10;
",1.215087890625
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (11, 'First11', 'Last11');
",
"SELECT COUNT(*) FROM Orders WHERE OrderID = 21;
",0.9833984375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (16, 'First16', 'Last16');
",
"SELECT COUNT(*) FROM Orders WHERE OrderID = 40;
",0.926025390625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 68;
",0.458984375
"DELETE FROM Orders WHERE OrderID = 8;
",0.455078125
"DELETE FROM Orders WHERE OrderID = 73;
",0.406005859375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 2;
",0.386962890625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 54;
",0.826171875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 88;
",0.449951171875
"SELECT * FROM Customers WHERE CustomerID = 2;
",0.511962890625
"SELECT * FROM Customers WHERE CustomerID = 45;
",0.435302734375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 41;
",0.699951171875
"DELETE FROM Orders WHERE OrderID = 99;
",0.78076171875
"DELETE FROM Orders WHERE OrderID = 98;
",0.42333984375
"SELECT * FROM Products WHERE ProductID = 42;
",0.45068359375
"SELECT * FROM Customers WHERE CustomerID = 55;
",0.40478515625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 46;
",1.2861328125
"SELECT * FROM Customers WHERE CustomerID = 77;
",0.37890625
"SELECT * FROM Products WHERE ProductID = 6;
",0.39208984375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 29;
",1.11376953125
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 100;
",0.468994140625
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (18, 'First18', 'Last18');
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 85;
",1.0380859375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (80, 'Product80', 735.8030561272367, 116);
",
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (22, 'First22', 'Last22');
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 20;
",0.776123046875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (57, 'First57', 'Last57');
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 62;
",1.181396484375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (40, 'First40', 'Last40');
",
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (53, 'First53', 'Last53');
",
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 35;
",1.322021484375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 55;
",0.381103515625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 49;
",0.405029296875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 97;
",0.342041015625
"SELECT * FROM Customers WHERE CustomerID = 34;
",0.318115234375
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 33;
",0.8388671875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (39, 'First39', 'Last39');
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (90, 'Product90', 806.1334612517463, 151);
",
"SELECT * FROM Customers WHERE CustomerID = 7;
",1.03515625
"DELETE FROM Orders WHERE OrderID = 58;
",0.427001953125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 85;
",0.361083984375
"SELECT COUNT(*) FROM Orders WHERE OrderID = 79;
",0.5439453125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 99;
",1.1279296875
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 80;
",0.358154296875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 11;
",0.340087890625
"DELETE FROM Orders WHERE OrderID = 96;
",0.341064453125
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (53, 'First53', 'Last53');
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 54;
",0.873046875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 47;
",0.338134765625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 62;
",0.351806640625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 14;
",0.391845703125
"SELECT * FROM Customers WHERE CustomerID = 52;
",0.373046875
"SELECT * FROM Products WHERE ProductID = 19;
",0.40771484375
"SELECT * FROM Customers WHERE CustomerID = 67;
",0.377197265625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (92, 'Product92', 512.1047280534378, 100);
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (97, 'Product97', 213.04539439449198, 165);
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (29, 'Product29', 987.7857682961555, 114);
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 96;
",0.82470703125
"DELETE FROM Orders WHERE OrderID = 82;
",0.3759765625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 19;
",0.97705078125
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (52, 'First52', 'Last52');
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 58;
",1.170166015625
"SELECT * FROM Customers WHERE CustomerID = 12;
",0.483642578125
"SELECT * FROM Products WHERE ProductID = 89;
",0.489990234375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (84, 'Product84', 970.2234463709624, 109);
",
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 56;
",1.166015625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 53;
",0.406005859375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 33;
",0.39501953125
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (74, 'First74', 'Last74');
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 85;
",0.826171875
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 48;
",0.423828125
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 39;
",0.382080078125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 87;
",0.39794921875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 61;
",1.157958984375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 53;
",0.528076171875
"SELECT * FROM Products WHERE ProductID = 74;
",0.366943359375
"DELETE FROM Orders WHERE OrderID = 54;
",0.419189453125
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 17;
",0.47021484375
"DELETE FROM Orders WHERE OrderID = 16;
",0.781005859375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (64, 'First64', 'Last64');
",
"SELECT * FROM Products WHERE ProductID = 43;
",1.85400390625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 15;
",0.406005859375
"SELECT * FROM Customers WHERE CustomerID = 97;
",0.36865234375
"SELECT COUNT(*) FROM Orders WHERE OrderID = 67;
",0.34912109375
"SELECT COUNT(*) FROM Orders WHERE OrderID = 52;
",0.302978515625
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 64;
",0.85107421875
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 5;
",0.43603515625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 90;
",0.351806640625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 89;
",0.33203125
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 30;
",0.55078125
"SELECT * FROM Customers WHERE CustomerID = 5;
",0.458984375
"SELECT * FROM Products WHERE ProductID = 35;
",0.43896484375
"DELETE FROM Orders WHERE OrderID = 84;
",0.423095703125
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (60, 'First60', 'Last60');
",
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 29;
",1.02978515625
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 20;
",0.883056640625
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 63;
",0.441162109375
"SELECT * FROM Products WHERE ProductID = 58;
",0.42919921875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 83;
",0.3740234375
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 55;
",1.247802734375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 79;
",0.458251953125
"SELECT * FROM Products WHERE ProductID = 34;
",0.393798828125
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 61;
",0.424072265625
"DELETE FROM Orders WHERE OrderID = 49;
",0.37353515625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (55, 'Product55', 407.2769372127686, 176);
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 37;
",0.98388671875
"SELECT * FROM Customers WHERE CustomerID = 58;
",0.4638671875
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 6;
",0.83203125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 86;
",0.42236328125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 91;
",1.054931640625
"SELECT * FROM Products WHERE ProductID = 57;
",0.3828125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 85;
",0.362060546875
"SELECT * FROM Customers WHERE CustomerID = 88;
",0.375732421875
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (59, 'Product59', 602.1852405613407, 56);
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 79;
",1.200927734375
"SELECT * FROM Products WHERE ProductID = 73;
",0.451904296875
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 47;
",0.455810546875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (13, 'First13', 'Last13');
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 77;
",0.7841796875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (24, 'First24', 'Last24');
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 16;
",0.7880859375
"DELETE FROM Orders WHERE OrderID = 27;
",0.364990234375
"SELECT * FROM Products WHERE ProductID = 61;
",0.400390625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 25;
",0.704833984375
"DELETE FROM Orders WHERE OrderID = 33;
",0.356201171875
"DELETE FROM Orders WHERE OrderID = 85;
",0.343994140625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 31;
",0.39697265625
"DELETE FROM Orders WHERE OrderID = 100;
",0.361083984375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (47, 'First47', 'Last47');
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 93;
",1.15625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 47;
",0.363037109375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 94;
",0.347900390625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 17;
",0.822021484375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 4;
",0.3779296875
"SELECT * FROM Products WHERE ProductID = 81;
",0.36572265625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 8;
",0.39111328125
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (68, 'Product68', 582.9195805692385, 76);
",
"DELETE FROM Orders WHERE OrderID = 95;
",0.779052734375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 5;
",0.447021484375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (83, 'Product83', 19.3614824705341, 196);
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 69;
",0.69580078125
"DELETE FROM Orders WHERE OrderID = 43;
",0.337890625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 17;
",0.329833984375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (32, 'First32', 'Last32');
",
"SELECT * FROM Customers WHERE CustomerID = 27;
",1.4287109375
"SELECT * FROM Products WHERE ProductID = 93;
",0.41015625
"SELECT * FROM Customers WHERE CustomerID = 36;
",0.375732421875
"SELECT * FROM Products WHERE ProductID = 93;
",0.526123046875
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 20;
",1.447021484375
"SELECT * FROM Customers WHERE CustomerID = 19;
",0.47607421875
"SELECT * FROM Products WHERE ProductID = 9;
",0.585205078125
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 33;
",1.9970703125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 25;
",2.0419921875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 65;
",1.14697265625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 40;
",0.624267578125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 82;
",0.466796875
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 56;
",0.439208984375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (77, 'Product77', 749.2471642482709, 136);
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (72, 'Product72', 441.12691991469814, 7);
",
"SELECT COUNT(*) FROM Orders WHERE OrderID = 30;
",1.57421875
"SELECT * FROM Products WHERE ProductID = 7;
",0.462158203125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 34;
",0.781982421875
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 40;
",0.48486328125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 91;
",1.537109375
"DELETE FROM Orders WHERE OrderID = 64;
",0.47705078125
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 1;
",0.4013671875
"SELECT * FROM Customers WHERE CustomerID = 20;
",0.38330078125
"SELECT * FROM Products WHERE ProductID = 24;
",0.348876953125
"SELECT * FROM Products WHERE ProductID = 23;
",0.3330078125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 85;
",0.321044921875
"SELECT * FROM Customers WHERE CustomerID = 38;
",0.3330078125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 33;
",0.326904296875
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 88;
",0.337158203125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 54;
",0.734130859375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 67;
",0.35400390625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 14;
",0.299072265625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 83;
",0.3349609375
"SELECT * FROM Customers WHERE CustomerID = 34;
",0.31591796875
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 56;
",0.35302734375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (5, 'Product5', 773.4006644915464, 97);
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 38;
",0.806884765625
"DELETE FROM Orders WHERE OrderID = 24;
",0.306640625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 42;
",0.54638671875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (48, 'First48', 'Last48');
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 22;
",0.75634765625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 76;
",0.39501953125
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (57, 'First57', 'Last57');
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (46, 'Product46', 694.839506479901, 38);
",
"SELECT COUNT(*) FROM Orders WHERE OrderID = 46;
",1.18994140625
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 4;
",0.38720703125
"SELECT * FROM Customers WHERE CustomerID = 15;
",0.328857421875
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 92;
",0.784912109375
"SELECT * FROM Customers WHERE CustomerID = 56;
",0.5302734375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 26;
",0.32421875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 86;
",0.739990234375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 78;
",0.32275390625
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (60, 'First60', 'Last60');
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 27;
",1.198974609375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 20;
",0.510009765625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (93, 'Product93', 612.4482061702164, 27);
",
"DELETE FROM Orders WHERE OrderID = 86;
",1.339111328125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 75;
",0.80908203125
"DELETE FROM Orders WHERE OrderID = 77;
",0.404052734375
