query,processing_time
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (94, 'First94', 'Last94');
",
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 11;
",0.837890625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (55, 'Product55', 917.1414812543685, 66);
",
"SELECT * FROM Products WHERE ProductID = 97;
",0.76025390625
"DELETE FROM Orders WHERE OrderID = 7;
",0.35400390625
"DELETE FROM Orders WHERE OrderID = 47;
",0.35693359375
"SELECT COUNT(*) FROM Orders WHERE OrderID = 83;
",0.335205078125
"SELECT * FROM Customers WHERE CustomerID = 4;
",0.578857421875
"SELECT * FROM Products WHERE ProductID = 6;
",0.357177734375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (86, 'Product86', 216.53071243215828, 32);
",
"DELETE FROM Orders WHERE OrderID = 69;
",1.203125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 9;
",0.358154296875
"SELECT * FROM Products WHERE ProductID = 4;
",0.328857421875
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 17;
",0.307861328125
"SELECT * FROM Customers WHERE CustomerID = 33;
",0.278076171875
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 76;
",0.27587890625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 98;
",0.342041015625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 24;
",0.349853515625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 17;
",0.31396484375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 46;
",0.968994140625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 29;
",0.453125
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (13, 'Product13', 289.009049921692, 113);
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 55;
",0.878173828125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 85;
",0.336181640625
"SELECT * FROM Customers WHERE CustomerID = 90;
",0.389892578125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 16;
",0.32080078125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 56;
",0.86279296875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 78;
",0.322021484375
"SELECT COUNT(*) FROM Orders WHERE OrderID = 87;
",0.322021484375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (29, 'First29', 'Last29');
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 31;
",1.2880859375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 46;
",0.361083984375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (55, 'First55', 'Last55');
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (25, 'Product25', 15.987105616993723, 140);
",
"DELETE FROM Orders WHERE OrderID = 75;
",2.1376953125
"SELECT * FROM Products WHERE ProductID = 98;
",0.375244140625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 26;
",0.7431640625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 89;
",0.2861328125
"DELETE FROM Orders WHERE OrderID = 75;
",0.279541015625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 28;
",1.20703125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 89;
",1.051025390625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 27;
",0.35205078125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 31;
",0.291259765625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 45;
",0.549072265625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 32;
",0.29833984375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 36;
",0.32275390625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 84;
",0.30615234375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 4;
",0.318115234375
"DELETE FROM Orders WHERE OrderID = 26;
",0.242919921875
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (74, 'Product74', 972.9929602194985, 12);
",
"SELECT * FROM Products WHERE ProductID = 52;
",1.166015625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (78, 'Product78', 367.5982457942347, 53);
",
"SELECT * FROM Customers WHERE CustomerID = 49;
",1.11279296875
"SELECT * FROM Products WHERE ProductID = 6;
",0.33984375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 70;
",0.590087890625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (60, 'Product60', 267.3775905811544, 38);
",
"SELECT COUNT(*) FROM Orders WHERE OrderID = 94;
",1.01220703125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 88;
",0.34619140625
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 78;
",1.09375
"SELECT * FROM Customers WHERE CustomerID = 24;
",0.353759765625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 72;
",0.312744140625
"SELECT * FROM Products WHERE ProductID = 31;
",0.539306640625
"SELECT * FROM Customers WHERE CustomerID = 3;
",0.323974609375
"SELECT * FROM Products WHERE ProductID = 34;
",0.37939453125
"DELETE FROM Orders WHERE OrderID = 33;
",0.302978515625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 69;
",0.338134765625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (75, 'Product75', 379.8975743543251, 189);
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 20;
",1.176025390625
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 25;
",0.325927734375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (25, 'Product25', 141.61323924384862, 7);
",
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 28;
",0.748779296875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 15;
",0.31103515625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 50;
",0.311279296875
"SELECT * FROM Products WHERE ProductID = 69;
",0.309814453125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 70;
",0.251953125
"SELECT * FROM Customers WHERE CustomerID = 3;
",0.285888671875
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 34;
",0.352783203125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 88;
",0.314208984375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 79;
",0.324951171875
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 24;
",0.383056640625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 94;
",0.48779296875
"SELECT * FROM Customers WHERE CustomerID = 85;
",0.3681640625
"DELETE FROM Orders WHERE OrderID = 34;
",0.305908203125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 43;
",0.263916015625
"SELECT * FROM Products WHERE ProductID = 81;
",0.32080078125
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (84, 'First84', 'Last84');
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 73;
",1.01171875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (2, 'First2', 'Last2');
",
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (89, 'First89', 'Last89');
",
"DELETE FROM Orders WHERE OrderID = 85;
",1.11376953125
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (91, 'Product91', 415.0967595206258, 29);
",
"DELETE FROM Orders WHERE OrderID = 62;
",0.98486328125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 43;
",0.3740234375
"SELECT * FROM Products WHERE ProductID = 75;
",0.2958984375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (10, 'Product10', 646.128553358946, 164);
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 14;
",0.7890625
"SELECT * FROM Customers WHERE CustomerID = 11;
",0.280029296875
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 84;
",0.315185546875
"SELECT * FROM Products WHERE ProductID = 19;
",0.263916015625
"SELECT * FROM Products WHERE ProductID = 42;
",0.25830078125
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (37, 'First37', 'Last37');
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 70;
",0.9150390625
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 39;
",1.3388671875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 80;
",1.02099609375
"SELECT COUNT(*) FROM Orders WHERE OrderID = 77;
",0.333984375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (86, 'Product86', 68.08287741078175, 103);
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 6;
",0.822021484375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 100;
",0.449951171875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 16;
",0.356689453125
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (75, 'Product75', 946.3909014192022, 85);
",
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 60;
",0.71484375
"SELECT * FROM Customers WHERE CustomerID = 35;
",0.347900390625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 44;
",0.34619140625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (19, 'Product19', 998.2007911748502, 30);
",
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (93, 'First93', 'Last93');
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (66, 'Product66', 296.388312375247, 155);
",
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 89;
",1.1318359375
"DELETE FROM Orders WHERE OrderID = 15;
",0.385986328125
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 33;
",0.31005859375
"DELETE FROM Orders WHERE OrderID = 32;
",0.331787109375
"SELECT * FROM Customers WHERE CustomerID = 46;
",0.329345703125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 71;
",0.315185546875
"DELETE FROM Orders WHERE OrderID = 58;
",0.343994140625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 20;
",0.36279296875
"DELETE FROM Orders WHERE OrderID = 47;
",0.35498046875
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (39, 'Product39', 247.87675360295015, 199);
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 100;
",1.101806640625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 35;
",0.4091796875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 7;
",0.384765625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 48;
",0.3798828125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 23;
",0.3359375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 59;
",0.3662109375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (75, 'First75', 'Last75');
",
"SELECT COUNT(*) FROM Orders WHERE OrderID = 90;
",0.952880859375
"DELETE FROM Orders WHERE OrderID = 88;
",0.31298828125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 8;
",0.298828125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 79;
",0.2890625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 4;
",0.34912109375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 57;
",0.3779296875
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 55;
",0.39208984375
"SELECT * FROM Products WHERE ProductID = 7;
",0.35302734375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 7;
",0.35498046875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 47;
",0.32080078125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 86;
",0.346923828125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 16;
",0.3681640625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (70, 'Product70', 68.24565201035723, 123);
",
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 3;
",0.978759765625
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (76, 'First76', 'Last76');
",
"SELECT * FROM Products WHERE ProductID = 78;
",1.210205078125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 47;
",0.3818359375
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 88;
",0.36572265625
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (97, 'First97', 'Last97');
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 26;
",1.011962890625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 46;
",0.35595703125
"SELECT * FROM Customers WHERE CustomerID = 49;
",0.2978515625
"DELETE FROM Orders WHERE OrderID = 81;
",0.30908203125
"SELECT * FROM Customers WHERE CustomerID = 58;
",0.29736328125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 28;
",0.322998046875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 34;
",0.69189453125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 43;
",0.81689453125
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 25;
",0.3232421875
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (44, 'Product44', 663.3368340423748, 74);
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 45;
",1.125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 34;
",0.717041015625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 27;
",0.36279296875
"SELECT COUNT(*) FROM Orders WHERE OrderID = 1;
",0.364990234375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 15;
",0.36083984375
"DELETE FROM Orders WHERE OrderID = 62;
",0.3291015625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 2;
",0.343017578125
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 74;
",0.35791015625
"DELETE FROM Orders WHERE OrderID = 60;
",0.343994140625
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 75;
",0.343994140625
"SELECT * FROM Products WHERE ProductID = 88;
",0.364013671875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 91;
",0.819091796875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (44, 'First44', 'Last44');
",
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (90, 'First90', 'Last90');
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 38;
",0.830810546875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (34, 'First34', 'Last34');
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 92;
",1.287841796875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 59;
",0.97607421875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (94, 'First94', 'Last94');
",
"SELECT * FROM Customers WHERE CustomerID = 54;
",0.8408203125
"SELECT * FROM Products WHERE ProductID = 30;
",0.342041015625
"DELETE FROM Orders WHERE OrderID = 57;
",0.334228515625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 61;
",0.328857421875
"SELECT * FROM Products WHERE ProductID = 98;
",0.333740234375
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 78;
",0.67724609375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 6;
",0.8359375
"DELETE FROM Orders WHERE OrderID = 70;
",0.347900390625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 42;
",0.365234375
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 69;
",0.94384765625
"SELECT * FROM Customers WHERE CustomerID = 95;
",0.39208984375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (33, 'First33', 'Last33');
",
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 65;
",0.762939453125
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 42;
",0.385986328125
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 45;
",0.96630859375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 7;
",0.372802734375
"SELECT * FROM Products WHERE ProductID = 76;
",0.36279296875
"DELETE FROM Orders WHERE OrderID = 19;
",0.332275390625
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 9;
",0.369140625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 54;
",0.9599609375
"SELECT * FROM Customers WHERE CustomerID = 24;
",0.365234375
"DELETE FROM Orders WHERE OrderID = 92;
",0.336669921875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 30;
",0.33935546875
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (12, 'First12', 'Last12');
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (9, 'Product9', 644.5828822302493, 122);
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (100, 'Product100', 927.4587985278919, 183);
",
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (73, 'First73', 'Last73');
",
"DELETE FROM Orders WHERE OrderID = 38;
",1.02001953125
"SELECT * FROM Customers WHERE CustomerID = 77;
",0.36572265625
"SELECT COUNT(*) FROM Orders WHERE OrderID = 87;
",0.3720703125
"SELECT COUNT(*) FROM Orders WHERE OrderID = 48;
",0.3349609375
"SELECT COUNT(*) FROM Orders WHERE OrderID = 97;
",0.378662109375
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 98;
",0.35400390625
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (58, 'First58', 'Last58');
",
"SELECT * FROM Products WHERE ProductID = 92;
",0.781005859375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (5, 'Product5', 207.4954561185869, 168);
",
"SELECT * FROM Customers WHERE CustomerID = 13;
",0.98388671875
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 75;
",0.827880859375
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (29, 'Product29', 601.841633035255, 172);
",
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 33;
",1.207275390625
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 6;
",0.897216796875
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 94;
",0.340087890625
"SELECT * FROM Products WHERE ProductID = 20;
",0.34912109375
"SELECT COUNT(*) FROM Orders WHERE OrderID = 22;
",0.3359375
"SELECT * FROM Products WHERE ProductID = 18;
",0.3330078125
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (90, 'Product90', 941.6048520520885, 34);
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 75;
",1.180908203125
"SELECT * FROM Customers WHERE CustomerID = 100;
",0.480224609375
"SELECT o.OrderID, c.FirstName, c.LastName FROM Orders o JOIN Customers c ON o.CustomerID = c.CustomerID WHERE o.OrderID = 81;
",0.510986328125
"DELETE FROM Orders WHERE OrderID = 61;
",0.39306640625
"SELECT * FROM Customers WHERE CustomerID = 48;
",0.456787109375
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (34, 'First34', 'Last34');
",
"DELETE FROM Orders WHERE OrderID = 60;
",0.91748046875
"DELETE FROM Orders WHERE OrderID = 85;
",0.373291015625
"UPDATE Customers SET LastName = 'Updated' WHERE CustomerID = 73;
",1.036376953125
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (45, 'Product45', 87.42396999396495, 191);
",
"SELECT * FROM Products WHERE ProductID = 76;
",0.76025390625
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (74, 'Product74', 487.22891317225685, 6);
",
"INSERT INTO Customers (CustomerID, FirstName, LastName) VALUES (36, 'First36', 'Last36');
",
"INSERT INTO Products (ProductID, ProductName, Price, Stock) VALUES (89, 'Product89', 919.5653683972018, 153);
",
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 76;
",0.73388671875
"SELECT * FROM Products WHERE ProductID = 9;
",0.329833984375
"SELECT p.ProductName, od.Quantity FROM OrderDetails od JOIN Products p ON od.ProductID = p.ProductID WHERE od.OrderID = 67;
",0.464599609375
"SELECT * FROM Customers WHERE CustomerID = 85;
",0.363037109375
"SELECT * FROM Products WHERE ProductID = 80;
",0.33984375
"SELECT COUNT(*) FROM Orders WHERE OrderID = 47;
",0.304931640625
"UPDATE Products SET Price = Price * 1.05 WHERE ProductID = 93;
",0.776123046875
